id,date,store_nbr,family,sales,onpromotion
"1048069,2014-08-13,16,""LIQUOR,WINE,BEER"",28.0,0"
1048070,2014-08-13,16,MAGAZINES,0.0,0
1048071,2014-08-13,16,MEATS,73.169,0
1048072,2014-08-13,16,PERSONAL CARE,232.0,0
1048073,2014-08-13,16,PET SUPPLIES,0.0,0
1048074,2014-08-13,16,PLAYERS AND ELECTRONICS,0.0,0
1048075,2014-08-13,16,POULTRY,125.744995,0
1048076,2014-08-13,16,PREPARED FOODS,23.0,0
1048077,2014-08-13,16,PRODUCE,0.0,0
1048078,2014-08-13,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048079,2014-08-13,16,SEAFOOD,0.0,0
1048080,2014-08-13,17,AUTOMOTIVE,9.0,0
1048081,2014-08-13,17,BABY CARE,0.0,0
1048082,2014-08-13,17,BEAUTY,1.0,0
1048083,2014-08-13,17,BEVERAGES,674.0,0
1048084,2014-08-13,17,BOOKS,0.0,0
1048085,2014-08-13,17,BREAD/BAKERY,152.0,0
1048086,2014-08-13,17,CELEBRATION,0.0,0
1048087,2014-08-13,17,CLEANING,587.0,0
1048088,2014-08-13,17,DAIRY,373.0,0
1048089,2014-08-13,17,DELI,245.0,0
1048090,2014-08-13,17,EGGS,87.0,0
1048091,2014-08-13,17,FROZEN FOODS,54.0,0
1048092,2014-08-13,17,GROCERY I,2216.0,2
1048093,2014-08-13,17,GROCERY II,11.0,0
1048094,2014-08-13,17,HARDWARE,1.0,0
1048095,2014-08-13,17,HOME AND KITCHEN I,0.0,0
1048096,2014-08-13,17,HOME AND KITCHEN II,0.0,0
1048097,2014-08-13,17,HOME APPLIANCES,0.0,0
1048098,2014-08-13,17,HOME CARE,0.0,0
1048099,2014-08-13,17,LADIESWEAR,0.0,0
1048100,2014-08-13,17,LAWN AND GARDEN,0.0,0
1048101,2014-08-13,17,LINGERIE,3.0,0
"1048102,2014-08-13,17,""LIQUOR,WINE,BEER"",34.0,0"
1048103,2014-08-13,17,MAGAZINES,0.0,0
1048104,2014-08-13,17,MEATS,259.263,0
1048105,2014-08-13,17,PERSONAL CARE,129.0,0
1048106,2014-08-13,17,PET SUPPLIES,0.0,0
1048107,2014-08-13,17,PLAYERS AND ELECTRONICS,0.0,0
1048108,2014-08-13,17,POULTRY,213.407,0
1048109,2014-08-13,17,PREPARED FOODS,36.0,0
1048110,2014-08-13,17,PRODUCE,0.0,0
1048111,2014-08-13,17,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048112,2014-08-13,17,SEAFOOD,12.0,0
1048113,2014-08-13,18,AUTOMOTIVE,1.0,0
1048114,2014-08-13,18,BABY CARE,0.0,0
1048115,2014-08-13,18,BEAUTY,2.0,0
1048116,2014-08-13,18,BEVERAGES,722.0,0
1048117,2014-08-13,18,BOOKS,0.0,0
1048118,2014-08-13,18,BREAD/BAKERY,719.0,0
1048119,2014-08-13,18,CELEBRATION,0.0,0
1048120,2014-08-13,18,CLEANING,576.0,0
1048121,2014-08-13,18,DAIRY,394.0,0
1048122,2014-08-13,18,DELI,178.466,0
1048123,2014-08-13,18,EGGS,113.0,0
1048124,2014-08-13,18,FROZEN FOODS,24.0,0
1048125,2014-08-13,18,GROCERY I,2104.516,0
1048126,2014-08-13,18,GROCERY II,7.0,0
1048127,2014-08-13,18,HARDWARE,0.0,0
1048128,2014-08-13,18,HOME AND KITCHEN I,0.0,0
1048129,2014-08-13,18,HOME AND KITCHEN II,0.0,0
1048130,2014-08-13,18,HOME APPLIANCES,0.0,0
1048131,2014-08-13,18,HOME CARE,0.0,0
1048132,2014-08-13,18,LADIESWEAR,0.0,0
1048133,2014-08-13,18,LAWN AND GARDEN,7.0,0
1048134,2014-08-13,18,LINGERIE,1.0,0
"1048135,2014-08-13,18,""LIQUOR,WINE,BEER"",24.0,0"
1048136,2014-08-13,18,MAGAZINES,0.0,0
1048137,2014-08-13,18,MEATS,82.691,0
1048138,2014-08-13,18,PERSONAL CARE,82.0,0
1048139,2014-08-13,18,PET SUPPLIES,0.0,0
1048140,2014-08-13,18,PLAYERS AND ELECTRONICS,0.0,0
1048141,2014-08-13,18,POULTRY,178.053,0
1048142,2014-08-13,18,PREPARED FOODS,24.0,0
1048143,2014-08-13,18,PRODUCE,0.0,0
1048144,2014-08-13,18,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048145,2014-08-13,18,SEAFOOD,3.867,0
1048146,2014-08-13,19,AUTOMOTIVE,7.0,0
1048147,2014-08-13,19,BABY CARE,0.0,0
1048148,2014-08-13,19,BEAUTY,2.0,0
1048149,2014-08-13,19,BEVERAGES,1205.0,0
1048150,2014-08-13,19,BOOKS,0.0,0
1048151,2014-08-13,19,BREAD/BAKERY,199.0,0
1048152,2014-08-13,19,CELEBRATION,0.0,0
1048153,2014-08-13,19,CLEANING,798.0,0
1048154,2014-08-13,19,DAIRY,297.0,0
1048155,2014-08-13,19,DELI,237.0,0
1048156,2014-08-13,19,EGGS,85.0,0
1048157,2014-08-13,19,FROZEN FOODS,28.45,0
1048158,2014-08-13,19,GROCERY I,2551.0,1
1048159,2014-08-13,19,GROCERY II,9.0,0
1048160,2014-08-13,19,HARDWARE,3.0,0
1048161,2014-08-13,19,HOME AND KITCHEN I,0.0,0
1048162,2014-08-13,19,HOME AND KITCHEN II,0.0,0
1048163,2014-08-13,19,HOME APPLIANCES,0.0,0
1048164,2014-08-13,19,HOME CARE,0.0,0
1048165,2014-08-13,19,LADIESWEAR,0.0,0
1048166,2014-08-13,19,LAWN AND GARDEN,0.0,0
1048167,2014-08-13,19,LINGERIE,10.0,0
"1048168,2014-08-13,19,""LIQUOR,WINE,BEER"",23.0,0"
1048169,2014-08-13,19,MAGAZINES,0.0,0
1048170,2014-08-13,19,MEATS,93.291,0
1048171,2014-08-13,19,PERSONAL CARE,139.0,0
1048172,2014-08-13,19,PET SUPPLIES,0.0,0
1048173,2014-08-13,19,PLAYERS AND ELECTRONICS,0.0,0
1048174,2014-08-13,19,POULTRY,73.985,0
1048175,2014-08-13,19,PREPARED FOODS,19.0,0
1048176,2014-08-13,19,PRODUCE,0.0,0
1048177,2014-08-13,19,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048178,2014-08-13,19,SEAFOOD,0.0,0
1048179,2014-08-13,2,AUTOMOTIVE,2.0,0
1048180,2014-08-13,2,BABY CARE,0.0,0
1048181,2014-08-13,2,BEAUTY,3.0,0
1048182,2014-08-13,2,BEVERAGES,1065.0,2
1048183,2014-08-13,2,BOOKS,0.0,0
1048184,2014-08-13,2,BREAD/BAKERY,387.33,1
1048185,2014-08-13,2,CELEBRATION,0.0,0
1048186,2014-08-13,2,CLEANING,870.0,1
1048187,2014-08-13,2,DAIRY,749.0,0
1048188,2014-08-13,2,DELI,191.763,0
1048189,2014-08-13,2,EGGS,171.0,0
1048190,2014-08-13,2,FROZEN FOODS,111.0,1
1048191,2014-08-13,2,GROCERY I,3198.0,6
1048192,2014-08-13,2,GROCERY II,24.0,0
1048193,2014-08-13,2,HARDWARE,1.0,0
1048194,2014-08-13,2,HOME AND KITCHEN I,0.0,0
1048195,2014-08-13,2,HOME AND KITCHEN II,0.0,0
1048196,2014-08-13,2,HOME APPLIANCES,2.0,0
1048197,2014-08-13,2,HOME CARE,0.0,0
1048198,2014-08-13,2,LADIESWEAR,0.0,0
1048199,2014-08-13,2,LAWN AND GARDEN,7.0,1
1048200,2014-08-13,2,LINGERIE,9.0,0
"1048201,2014-08-13,2,""LIQUOR,WINE,BEER"",57.0,0"
1048202,2014-08-13,2,MAGAZINES,0.0,0
1048203,2014-08-13,2,MEATS,437.904,0
1048204,2014-08-13,2,PERSONAL CARE,213.0,1
1048205,2014-08-13,2,PET SUPPLIES,0.0,0
1048206,2014-08-13,2,PLAYERS AND ELECTRONICS,0.0,0
1048207,2014-08-13,2,POULTRY,468.659,0
1048208,2014-08-13,2,PREPARED FOODS,69.0,0
1048209,2014-08-13,2,PRODUCE,1.0,1
1048210,2014-08-13,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048211,2014-08-13,2,SEAFOOD,20.36,0
1048212,2014-08-13,20,AUTOMOTIVE,0.0,0
1048213,2014-08-13,20,BABY CARE,0.0,0
1048214,2014-08-13,20,BEAUTY,0.0,0
1048215,2014-08-13,20,BEVERAGES,0.0,0
1048216,2014-08-13,20,BOOKS,0.0,0
1048217,2014-08-13,20,BREAD/BAKERY,0.0,0
1048218,2014-08-13,20,CELEBRATION,0.0,0
1048219,2014-08-13,20,CLEANING,0.0,0
1048220,2014-08-13,20,DAIRY,0.0,0
1048221,2014-08-13,20,DELI,0.0,0
1048222,2014-08-13,20,EGGS,0.0,0
1048223,2014-08-13,20,FROZEN FOODS,0.0,0
1048224,2014-08-13,20,GROCERY I,0.0,0
1048225,2014-08-13,20,GROCERY II,0.0,0
1048226,2014-08-13,20,HARDWARE,0.0,0
1048227,2014-08-13,20,HOME AND KITCHEN I,0.0,0
1048228,2014-08-13,20,HOME AND KITCHEN II,0.0,0
1048229,2014-08-13,20,HOME APPLIANCES,0.0,0
1048230,2014-08-13,20,HOME CARE,0.0,0
1048231,2014-08-13,20,LADIESWEAR,0.0,0
1048232,2014-08-13,20,LAWN AND GARDEN,0.0,0
1048233,2014-08-13,20,LINGERIE,0.0,0
"1048234,2014-08-13,20,""LIQUOR,WINE,BEER"",0.0,0"
1048235,2014-08-13,20,MAGAZINES,0.0,0
1048236,2014-08-13,20,MEATS,0.0,0
1048237,2014-08-13,20,PERSONAL CARE,0.0,0
1048238,2014-08-13,20,PET SUPPLIES,0.0,0
1048239,2014-08-13,20,PLAYERS AND ELECTRONICS,0.0,0
1048240,2014-08-13,20,POULTRY,0.0,0
1048241,2014-08-13,20,PREPARED FOODS,0.0,0
1048242,2014-08-13,20,PRODUCE,0.0,0
1048243,2014-08-13,20,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048244,2014-08-13,20,SEAFOOD,0.0,0
1048245,2014-08-13,21,AUTOMOTIVE,0.0,0
1048246,2014-08-13,21,BABY CARE,0.0,0
1048247,2014-08-13,21,BEAUTY,0.0,0
1048248,2014-08-13,21,BEVERAGES,0.0,0
1048249,2014-08-13,21,BOOKS,0.0,0
1048250,2014-08-13,21,BREAD/BAKERY,0.0,0
1048251,2014-08-13,21,CELEBRATION,0.0,0
1048252,2014-08-13,21,CLEANING,0.0,0
1048253,2014-08-13,21,DAIRY,0.0,0
1048254,2014-08-13,21,DELI,0.0,0
1048255,2014-08-13,21,EGGS,0.0,0
1048256,2014-08-13,21,FROZEN FOODS,0.0,0
1048257,2014-08-13,21,GROCERY I,0.0,0
1048258,2014-08-13,21,GROCERY II,0.0,0
1048259,2014-08-13,21,HARDWARE,0.0,0
1048260,2014-08-13,21,HOME AND KITCHEN I,0.0,0
1048261,2014-08-13,21,HOME AND KITCHEN II,0.0,0
1048262,2014-08-13,21,HOME APPLIANCES,0.0,0
1048263,2014-08-13,21,HOME CARE,0.0,0
1048264,2014-08-13,21,LADIESWEAR,0.0,0
1048265,2014-08-13,21,LAWN AND GARDEN,0.0,0
1048266,2014-08-13,21,LINGERIE,0.0,0
"1048267,2014-08-13,21,""LIQUOR,WINE,BEER"",0.0,0"
1048268,2014-08-13,21,MAGAZINES,0.0,0
1048269,2014-08-13,21,MEATS,0.0,0
1048270,2014-08-13,21,PERSONAL CARE,0.0,0
1048271,2014-08-13,21,PET SUPPLIES,0.0,0
1048272,2014-08-13,21,PLAYERS AND ELECTRONICS,0.0,0
1048273,2014-08-13,21,POULTRY,0.0,0
1048274,2014-08-13,21,PREPARED FOODS,0.0,0
1048275,2014-08-13,21,PRODUCE,0.0,0
1048276,2014-08-13,21,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048277,2014-08-13,21,SEAFOOD,0.0,0
1048278,2014-08-13,22,AUTOMOTIVE,0.0,0
1048279,2014-08-13,22,BABY CARE,0.0,0
1048280,2014-08-13,22,BEAUTY,0.0,0
1048281,2014-08-13,22,BEVERAGES,0.0,0
1048282,2014-08-13,22,BOOKS,0.0,0
1048283,2014-08-13,22,BREAD/BAKERY,0.0,0
1048284,2014-08-13,22,CELEBRATION,0.0,0
1048285,2014-08-13,22,CLEANING,0.0,0
1048286,2014-08-13,22,DAIRY,0.0,0
1048287,2014-08-13,22,DELI,0.0,0
1048288,2014-08-13,22,EGGS,0.0,0
1048289,2014-08-13,22,FROZEN FOODS,0.0,0
1048290,2014-08-13,22,GROCERY I,0.0,0
1048291,2014-08-13,22,GROCERY II,0.0,0
1048292,2014-08-13,22,HARDWARE,0.0,0
1048293,2014-08-13,22,HOME AND KITCHEN I,0.0,0
1048294,2014-08-13,22,HOME AND KITCHEN II,0.0,0
1048295,2014-08-13,22,HOME APPLIANCES,0.0,0
1048296,2014-08-13,22,HOME CARE,0.0,0
1048297,2014-08-13,22,LADIESWEAR,0.0,0
1048298,2014-08-13,22,LAWN AND GARDEN,0.0,0
1048299,2014-08-13,22,LINGERIE,0.0,0
"1048300,2014-08-13,22,""LIQUOR,WINE,BEER"",0.0,0"
1048301,2014-08-13,22,MAGAZINES,0.0,0
1048302,2014-08-13,22,MEATS,0.0,0
1048303,2014-08-13,22,PERSONAL CARE,0.0,0
1048304,2014-08-13,22,PET SUPPLIES,0.0,0
1048305,2014-08-13,22,PLAYERS AND ELECTRONICS,0.0,0
1048306,2014-08-13,22,POULTRY,0.0,0
1048307,2014-08-13,22,PREPARED FOODS,0.0,0
1048308,2014-08-13,22,PRODUCE,0.0,0
1048309,2014-08-13,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048310,2014-08-13,22,SEAFOOD,0.0,0
1048311,2014-08-13,23,AUTOMOTIVE,3.0,0
1048312,2014-08-13,23,BABY CARE,0.0,0
1048313,2014-08-13,23,BEAUTY,3.0,0
1048314,2014-08-13,23,BEVERAGES,418.0,1
1048315,2014-08-13,23,BOOKS,0.0,0
1048316,2014-08-13,23,BREAD/BAKERY,219.437,0
1048317,2014-08-13,23,CELEBRATION,0.0,0
1048318,2014-08-13,23,CLEANING,479.0,3
1048319,2014-08-13,23,DAIRY,332.0,0
1048320,2014-08-13,23,DELI,79.196,0
1048321,2014-08-13,23,EGGS,52.0,0
1048322,2014-08-13,23,FROZEN FOODS,42.882,1
1048323,2014-08-13,23,GROCERY I,1472.0,1
1048324,2014-08-13,23,GROCERY II,20.0,0
1048325,2014-08-13,23,HARDWARE,0.0,0
1048326,2014-08-13,23,HOME AND KITCHEN I,0.0,0
1048327,2014-08-13,23,HOME AND KITCHEN II,0.0,0
1048328,2014-08-13,23,HOME APPLIANCES,1.0,0
1048329,2014-08-13,23,HOME CARE,0.0,0
1048330,2014-08-13,23,LADIESWEAR,0.0,0
1048331,2014-08-13,23,LAWN AND GARDEN,0.0,0
1048332,2014-08-13,23,LINGERIE,0.0,0
"1048333,2014-08-13,23,""LIQUOR,WINE,BEER"",34.0,0"
1048334,2014-08-13,23,MAGAZINES,0.0,0
1048335,2014-08-13,23,MEATS,512.333,0
1048336,2014-08-13,23,PERSONAL CARE,100.0,0
1048337,2014-08-13,23,PET SUPPLIES,0.0,0
1048338,2014-08-13,23,PLAYERS AND ELECTRONICS,0.0,0
1048339,2014-08-13,23,POULTRY,295.437,0
1048340,2014-08-13,23,PREPARED FOODS,49.613,0
1048341,2014-08-13,23,PRODUCE,4.0,1
1048342,2014-08-13,23,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048343,2014-08-13,23,SEAFOOD,15.160999,0
1048344,2014-08-13,24,AUTOMOTIVE,2.0,0
1048345,2014-08-13,24,BABY CARE,0.0,0
1048346,2014-08-13,24,BEAUTY,3.0,0
1048347,2014-08-13,24,BEVERAGES,1298.0,3
1048348,2014-08-13,24,BOOKS,0.0,0
1048349,2014-08-13,24,BREAD/BAKERY,892.334,1
1048350,2014-08-13,24,CELEBRATION,0.0,0
1048351,2014-08-13,24,CLEANING,1092.0,2
1048352,2014-08-13,24,DAIRY,1214.0,0
1048353,2014-08-13,24,DELI,207.824,0
1048354,2014-08-13,24,EGGS,218.0,0
1048355,2014-08-13,24,FROZEN FOODS,146.834,0
1048356,2014-08-13,24,GROCERY I,3726.0,8
1048357,2014-08-13,24,GROCERY II,43.0,0
1048358,2014-08-13,24,HARDWARE,0.0,0
1048359,2014-08-13,24,HOME AND KITCHEN I,0.0,0
1048360,2014-08-13,24,HOME AND KITCHEN II,0.0,0
1048361,2014-08-13,24,HOME APPLIANCES,0.0,0
1048362,2014-08-13,24,HOME CARE,0.0,0
1048363,2014-08-13,24,LADIESWEAR,0.0,0
1048364,2014-08-13,24,LAWN AND GARDEN,18.0,2
1048365,2014-08-13,24,LINGERIE,18.0,0
"1048366,2014-08-13,24,""LIQUOR,WINE,BEER"",41.0,0"
1048367,2014-08-13,24,MAGAZINES,0.0,0
1048368,2014-08-13,24,MEATS,434.842,0
1048369,2014-08-13,24,PERSONAL CARE,214.0,0
1048370,2014-08-13,24,PET SUPPLIES,0.0,0
1048371,2014-08-13,24,PLAYERS AND ELECTRONICS,0.0,0
1048372,2014-08-13,24,POULTRY,544.004,0
1048373,2014-08-13,24,PREPARED FOODS,144.164,0
1048374,2014-08-13,24,PRODUCE,3.0,1
1048375,2014-08-13,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048376,2014-08-13,24,SEAFOOD,57.514,0
1048377,2014-08-13,25,AUTOMOTIVE,1.0,0
1048378,2014-08-13,25,BABY CARE,0.0,0
1048379,2014-08-13,25,BEAUTY,0.0,0
1048380,2014-08-13,25,BEVERAGES,757.0,2
1048381,2014-08-13,25,BOOKS,0.0,0
1048382,2014-08-13,25,BREAD/BAKERY,264.009,0
1048383,2014-08-13,25,CELEBRATION,0.0,0
1048384,2014-08-13,25,CLEANING,358.0,2
1048385,2014-08-13,25,DAIRY,312.0,0
1048386,2014-08-13,25,DELI,95.613,0
1048387,2014-08-13,25,EGGS,83.0,0
1048388,2014-08-13,25,FROZEN FOODS,66.835,1
1048389,2014-08-13,25,GROCERY I,1407.0,7
1048390,2014-08-13,25,GROCERY II,5.0,0
1048391,2014-08-13,25,HARDWARE,0.0,0
1048392,2014-08-13,25,HOME AND KITCHEN I,0.0,0
1048393,2014-08-13,25,HOME AND KITCHEN II,0.0,0
1048394,2014-08-13,25,HOME APPLIANCES,0.0,0
1048395,2014-08-13,25,HOME CARE,0.0,0
1048396,2014-08-13,25,LADIESWEAR,0.0,0
1048397,2014-08-13,25,LAWN AND GARDEN,5.0,2
1048398,2014-08-13,25,LINGERIE,0.0,0
"1048399,2014-08-13,25,""LIQUOR,WINE,BEER"",80.0,0"
1048400,2014-08-13,25,MAGAZINES,0.0,0
1048401,2014-08-13,25,MEATS,189.422,0
1048402,2014-08-13,25,PERSONAL CARE,76.0,0
1048403,2014-08-13,25,PET SUPPLIES,0.0,0
1048404,2014-08-13,25,PLAYERS AND ELECTRONICS,0.0,0
1048405,2014-08-13,25,POULTRY,120.475,0
1048406,2014-08-13,25,PREPARED FOODS,55.045,1
1048407,2014-08-13,25,PRODUCE,6.0,1
1048408,2014-08-13,25,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048409,2014-08-13,25,SEAFOOD,2.0,0
1048410,2014-08-13,26,AUTOMOTIVE,1.0,0
1048411,2014-08-13,26,BABY CARE,0.0,0
1048412,2014-08-13,26,BEAUTY,0.0,0
1048413,2014-08-13,26,BEVERAGES,346.0,2
1048414,2014-08-13,26,BOOKS,0.0,0
1048415,2014-08-13,26,BREAD/BAKERY,161.646,0
1048416,2014-08-13,26,CELEBRATION,0.0,0
1048417,2014-08-13,26,CLEANING,279.0,1
1048418,2014-08-13,26,DAIRY,199.0,1
1048419,2014-08-13,26,DELI,66.826004,0
1048420,2014-08-13,26,EGGS,26.0,0
1048421,2014-08-13,26,FROZEN FOODS,19.0,1
1048422,2014-08-13,26,GROCERY I,1106.0,4
1048423,2014-08-13,26,GROCERY II,1.0,0
1048424,2014-08-13,26,HARDWARE,0.0,0
1048425,2014-08-13,26,HOME AND KITCHEN I,0.0,0
1048426,2014-08-13,26,HOME AND KITCHEN II,0.0,0
1048427,2014-08-13,26,HOME APPLIANCES,0.0,0
1048428,2014-08-13,26,HOME CARE,0.0,0
1048429,2014-08-13,26,LADIESWEAR,0.0,0
1048430,2014-08-13,26,LAWN AND GARDEN,0.0,0
1048431,2014-08-13,26,LINGERIE,0.0,0
"1048432,2014-08-13,26,""LIQUOR,WINE,BEER"",12.0,0"
1048433,2014-08-13,26,MAGAZINES,0.0,0
1048434,2014-08-13,26,MEATS,204.45801,0
1048435,2014-08-13,26,PERSONAL CARE,106.0,0
1048436,2014-08-13,26,PET SUPPLIES,0.0,0
1048437,2014-08-13,26,PLAYERS AND ELECTRONICS,0.0,0
1048438,2014-08-13,26,POULTRY,169.68,0
1048439,2014-08-13,26,PREPARED FOODS,26.0,0
1048440,2014-08-13,26,PRODUCE,0.0,0
1048441,2014-08-13,26,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048442,2014-08-13,26,SEAFOOD,1.0,0
1048443,2014-08-13,27,AUTOMOTIVE,0.0,0
1048444,2014-08-13,27,BABY CARE,0.0,0
1048445,2014-08-13,27,BEAUTY,0.0,0
1048446,2014-08-13,27,BEVERAGES,833.0,4
1048447,2014-08-13,27,BOOKS,0.0,0
1048448,2014-08-13,27,BREAD/BAKERY,613.027,3
1048449,2014-08-13,27,CELEBRATION,0.0,0
1048450,2014-08-13,27,CLEANING,641.0,1
1048451,2014-08-13,27,DAIRY,608.0,1
1048452,2014-08-13,27,DELI,167.902,0
1048453,2014-08-13,27,EGGS,146.0,0
1048454,2014-08-13,27,FROZEN FOODS,92.673,1
1048455,2014-08-13,27,GROCERY I,2649.0,16
1048456,2014-08-13,27,GROCERY II,35.0,0
1048457,2014-08-13,27,HARDWARE,1.0,0
1048458,2014-08-13,27,HOME AND KITCHEN I,0.0,0
1048459,2014-08-13,27,HOME AND KITCHEN II,0.0,0
1048460,2014-08-13,27,HOME APPLIANCES,1.0,0
1048461,2014-08-13,27,HOME CARE,0.0,0
1048462,2014-08-13,27,LADIESWEAR,0.0,0
1048463,2014-08-13,27,LAWN AND GARDEN,9.0,2
1048464,2014-08-13,27,LINGERIE,8.0,0
"1048465,2014-08-13,27,""LIQUOR,WINE,BEER"",52.0,0"
1048466,2014-08-13,27,MAGAZINES,0.0,0
1048467,2014-08-13,27,MEATS,244.442,0
1048468,2014-08-13,27,PERSONAL CARE,149.0,0
1048469,2014-08-13,27,PET SUPPLIES,0.0,0
1048470,2014-08-13,27,PLAYERS AND ELECTRONICS,0.0,0
1048471,2014-08-13,27,POULTRY,304.679,0
1048472,2014-08-13,27,PREPARED FOODS,79.858,0
1048473,2014-08-13,27,PRODUCE,3.0,1
1048474,2014-08-13,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048475,2014-08-13,27,SEAFOOD,28.941,0
1048476,2014-08-13,28,AUTOMOTIVE,1.0,0
1048477,2014-08-13,28,BABY CARE,0.0,0
1048478,2014-08-13,28,BEAUTY,0.0,0
1048479,2014-08-13,28,BEVERAGES,634.0,0
1048480,2014-08-13,28,BOOKS,0.0,0
1048481,2014-08-13,28,BREAD/BAKERY,438.0,0
1048482,2014-08-13,28,CELEBRATION,0.0,0
1048483,2014-08-13,28,CLEANING,591.0,0
1048484,2014-08-13,28,DAIRY,529.0,0
1048485,2014-08-13,28,DELI,296.826,0
1048486,2014-08-13,28,EGGS,155.0,0
1048487,2014-08-13,28,FROZEN FOODS,15.0,0
1048488,2014-08-13,28,GROCERY I,2208.262,12
1048489,2014-08-13,28,GROCERY II,3.0,0
1048490,2014-08-13,28,HARDWARE,0.0,0
1048491,2014-08-13,28,HOME AND KITCHEN I,0.0,0
1048492,2014-08-13,28,HOME AND KITCHEN II,0.0,0
1048493,2014-08-13,28,HOME APPLIANCES,1.0,0
1048494,2014-08-13,28,HOME CARE,0.0,0
1048495,2014-08-13,28,LADIESWEAR,0.0,0
1048496,2014-08-13,28,LAWN AND GARDEN,0.0,0
1048497,2014-08-13,28,LINGERIE,2.0,0
"1048498,2014-08-13,28,""LIQUOR,WINE,BEER"",59.0,0"
1048499,2014-08-13,28,MAGAZINES,0.0,0
1048500,2014-08-13,28,MEATS,149.895,0
1048501,2014-08-13,28,PERSONAL CARE,155.0,0
1048502,2014-08-13,28,PET SUPPLIES,0.0,0
1048503,2014-08-13,28,PLAYERS AND ELECTRONICS,0.0,0
1048504,2014-08-13,28,POULTRY,219.325,0
1048505,2014-08-13,28,PREPARED FOODS,48.384,0
1048506,2014-08-13,28,PRODUCE,0.0,0
1048507,2014-08-13,28,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048508,2014-08-13,28,SEAFOOD,3.0,0
1048509,2014-08-13,29,AUTOMOTIVE,0.0,0
1048510,2014-08-13,29,BABY CARE,0.0,0
1048511,2014-08-13,29,BEAUTY,0.0,0
1048512,2014-08-13,29,BEVERAGES,0.0,0
1048513,2014-08-13,29,BOOKS,0.0,0
1048514,2014-08-13,29,BREAD/BAKERY,0.0,0
1048515,2014-08-13,29,CELEBRATION,0.0,0
1048516,2014-08-13,29,CLEANING,0.0,0
1048517,2014-08-13,29,DAIRY,0.0,0
1048518,2014-08-13,29,DELI,0.0,0
1048519,2014-08-13,29,EGGS,0.0,0
1048520,2014-08-13,29,FROZEN FOODS,0.0,0
1048521,2014-08-13,29,GROCERY I,0.0,0
1048522,2014-08-13,29,GROCERY II,0.0,0
1048523,2014-08-13,29,HARDWARE,0.0,0
1048524,2014-08-13,29,HOME AND KITCHEN I,0.0,0
1048525,2014-08-13,29,HOME AND KITCHEN II,0.0,0
1048526,2014-08-13,29,HOME APPLIANCES,0.0,0
1048527,2014-08-13,29,HOME CARE,0.0,0
1048528,2014-08-13,29,LADIESWEAR,0.0,0
1048529,2014-08-13,29,LAWN AND GARDEN,0.0,0
1048530,2014-08-13,29,LINGERIE,0.0,0
"1048531,2014-08-13,29,""LIQUOR,WINE,BEER"",0.0,0"
1048532,2014-08-13,29,MAGAZINES,0.0,0
1048533,2014-08-13,29,MEATS,0.0,0
1048534,2014-08-13,29,PERSONAL CARE,0.0,0
1048535,2014-08-13,29,PET SUPPLIES,0.0,0
1048536,2014-08-13,29,PLAYERS AND ELECTRONICS,0.0,0
1048537,2014-08-13,29,POULTRY,0.0,0
1048538,2014-08-13,29,PREPARED FOODS,0.0,0
1048539,2014-08-13,29,PRODUCE,0.0,0
1048540,2014-08-13,29,SCHOOL AND OFFICE SUPPLIES,0.0,0
1048541,2014-08-13,29,SEAFOOD,0.0,0
1048542,2014-08-13,3,AUTOMOTIVE,9.0,0
1048543,2014-08-13,3,BABY CARE,0.0,0
1048544,2014-08-13,3,BEAUTY,8.0,0
1048545,2014-08-13,3,BEVERAGES,3261.0,2
1048546,2014-08-13,3,BOOKS,0.0,0
1048547,2014-08-13,3,BREAD/BAKERY,955.28,0
1048548,2014-08-13,3,CELEBRATION,0.0,0
1048549,2014-08-13,3,CLEANING,1696.0,3
1048550,2014-08-13,3,DAIRY,1505.0,0
1048551,2014-08-13,3,DELI,310.002,0
1048552,2014-08-13,3,EGGS,480.0,0
1048553,2014-08-13,3,FROZEN FOODS,282.263,1
1048554,2014-08-13,3,GROCERY I,6171.0,7
1048555,2014-08-13,3,GROCERY II,35.0,0
1048556,2014-08-13,3,HARDWARE,4.0,0
1048557,2014-08-13,3,HOME AND KITCHEN I,0.0,0
1048558,2014-08-13,3,HOME AND KITCHEN II,0.0,0
1048559,2014-08-13,3,HOME APPLIANCES,2.0,0
1048560,2014-08-13,3,HOME CARE,0.0,0
1048561,2014-08-13,3,LADIESWEAR,0.0,0
1048562,2014-08-13,3,LAWN AND GARDEN,22.0,1
1048563,2014-08-13,3,LINGERIE,21.0,0
